"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"87292381464","1","Strengthening the Justice System Programme in Timor Leste(00014955)","2008-12-01","start-actual","","end-actual","Government Of Australia|Ministry of Foreign Affairs and Cooperation|Embassy of Netherlands|DFAT - Australian Aid Program|Norway|Belgian Technical Cooperation|Australian Aid Program|Office of the United Nations High Commissioner for|Government Of Ireland","BEL|DAC|AUS|IRL|NLD|NOR","Timor-Leste","TLS","150","Government and civil society","Implementation","2007","2014","33060641.0007","34214353.8223"
"87292495935","1","Strengthening Health Care Service Capacity of Dili National Hospital in Timor-Leste","","start-actual","","end-actual","Korean International Cooperation Agency","KOR","Timor-Leste","TLS","120","Health","Completion","2008","2008","","688165.250592"
"87292495938","1","Establishment of an Emergency Medical Service System for Timor-Leste","","start-actual","","end-actual","Korean International Cooperation Agency","KOR","Timor-Leste","TLS","120","Health","Completion","2007","2008","","841242.671291"
"87292491505","1","Developing and publishing Tetum textbooks and teacher's guides for basic and secondary schools","2010-10-01","start-actual","","end-actual","Korean International Cooperation Agency","KOR","Timor-Leste","TLS","110","Education","Implementation","2010","2012","5055522.04102","9667555.16584"
"87292387080","0","Consolidating the Democratic Rule of Law and Peace through a strong Justice System in Timor-Leste (Revised Justice System Programme)-(00088880)","","start-actual","","end-actual","Australian Aid Program|Government Of Japan|United Nations Development Programme|Portugal|DFAT - Australian Aid Program","PRT|AUS|DAC|JPN","Timor-Leste","TLS","150","Government and civil society","Implementation","2014","2014","","46904.0"
"87292455369","1","Rede de Docência de Língua Portuguesa","2001-01-01","start-actual","2017-12-31","end-actual","Camões - Instituto Da Cooperacao E Da Lingua","POR","Timor-Leste","TLS","110","Education","Implementation","2001","2017","446296.070011","313507.719264"
"87292455976","1","Programa de Cooperação Técnico-Policial - Programa Global (9688)","2011-01-01","start-actual","2013-12-31","end-actual","Portugal","PRT","Timor-Leste","TLS","150","Government and civil society","Completion","2011","2013","1085438.69751","1023503.13704"
"87292497090","0","Corn Breeding and rural income generation project (3rd year / support renewable based on the result of evaluation)","","start-actual","","end-actual","Korean International Cooperation Agency","KOR","Timor-Leste","TLS","311","Agriculture","Implementation","2011","2011","","57486.8"
"87292387074","0","National Human Development Report - NHDR4(00089454)","","start-actual","","end-actual","United Nations Development Programme","DAC","Timor-Leste","TLS","400","Multisector/cross-cutting","Implementation","2014","2014","","5035.0"
"87292497087","0","Corn Breeding and rural income generation project","","start-actual","","end-actual","Korean International Cooperation Agency","KOR","Timor-Leste","TLS","311","Agriculture","Implementation","2009","2009","","20912.7664452"
"87292455942","1","Bolsas de Estudo de Ensino Público - Mestrado (9685)","2012-01-01","start-actual","2013-12-31","end-actual","Camões - Instituto Da Cooperacao E Da Lingua","POR","Timor-Leste","TLS","110","Education","Completion","2012","2013","139206.255855","101711.765102"
"87292455943","1","Bolsas de Estudo de Ensino Público - Doutoramento (9686)","2012-01-01","start-actual","2013-12-31","end-actual","Camões - Instituto Da Cooperacao E Da Lingua","POR","Timor-Leste","TLS","110","Education","Completion","2012","2013","94087.9968545","79788.9158887"
"87292497076","0","Water Supply Project for Acumano Village(2nd year / support renewable based on the result of evaluation)","","start-actual","","end-actual","Korean International Cooperation Agency","KOR","Timor-Leste","TLS","140","Water supply and sanitation","Implementation","2013","2013","","49017.5150787"
"87292381484","1","Strengthening Institutional Capacity of the National Parliament in Timor-Leste (00079669)","2011-08-01","start-actual","","end-actual","European Union","DAC","Timor-Leste","TLS","150","Government and civil society","Implementation","2011","2014","5500000.0","3050048.13565"
"87292452214","1","Projeto de Apoio à Capacitação da Universidade Nacional de Timor Lorosa'e (9669)","2012-06-26","start-actual","","end-actual","Camões - Instituto Da Cooperacao E Da Lingua","POR","Timor-Leste","TLS","110","Education","Implementation","2012","2016","1413001.12013","80528.7024247"
"87292381483","1","Capacity Development for the Provedoria for Human Rights and Justice(PDHJ)00073841","2010-01-01","start-actual","","end-actual","Swedish International Development Cooperation Agency|United Nations Development Programme|Irish Aid|United Nations Office for the Coordination of Humanitarian Affairs|Government Of Ireland|New Zealand Aid Programme, Ministry of Foreign Affairs and Trade","SWE|DAC|IRL|NZL","Timor-Leste","TLS","150","Government and civil society","Implementation","2010","2014","2333023.33281","2886956.71732"
"87292455835","0","Programa de Desenvolvimento Rural - Cooperação Delegada (9667)","2012-01-01","start-actual","","end-actual","Camões - Instituto Da Cooperacao E Da Lingua|European Union","POR|DAC","Timor-Leste","TLS","311","Agriculture","Implementation","2012","2013","1122403.21606","2509187.63446"
"87292455832","1","Programa de Comunicação Social - Cooperação Delegada (9666)","2012-01-01","start-actual","","end-actual","Camões - Instituto Da Cooperacao E Da Lingua|European Union","POR|DAC","Timor-Leste","TLS","220","Communications","Implementation","2012","2013","783214.28507","811648.6718"
"87292455831","1","Programa de Justiça - Cooperação Delegada (9665)","2012-01-01","start-actual","","end-actual","Camões - Instituto Da Cooperacao E Da Lingua|European Union","POR|DAC","Timor-Leste","TLS","150","Government and civil society","Implementation","2012","2013","4508570.47236","2556563.88182"
"87292495989","1","Water Supply Project for Acumano Village, Timor-Leste","","start-actual","2012-12-31","end-actual","Korean International Cooperation Agency","KOR","Timor-Leste","TLS","140","Water supply and sanitation","Completion","2012","2012","","84999.9091304"
"87292497058","0","Lospalos rural development project (4th year / support renewable based on the result of evaluation))","","start-actual","","end-actual","Korean International Cooperation Agency","KOR","Timor-Leste","TLS","920","Support to non-governmental organisations (NGOs) and government organizations","Implementation","2013","2013","","124308.39188"
"87292497056","0","Lospalos rural development project","","start-actual","","end-actual","Korean International Cooperation Agency","KOR","Timor-Leste","TLS","920","Support to non-governmental organisations (NGOs) and government organizations","Implementation","2008","2008","","69613.6520687"
"87292455941","1","Bolsas de Formação Avançada de Licenciados (9487)","2011-07-01","start-actual","2013-12-31","end-actual","Portugal","PRT","Timor-Leste","TLS","110","Education","Completion","2011","2013","37534.218139","35955.8326055"
"87292455932","1","Provisão para encargos não previstos - SEPFOPE (9443)","2011-01-01","start-actual","2013-12-31","end-actual","Portugal","PRT","Timor-Leste","TLS","160","Other social infrastructure and services","Completion","2011","2013","",""
"87292456419","0","Cooperação Estatística - Projeto Global (9225)","2010-01-01","start-actual","2013-12-31","end-actual","Portugal","PRT","Timor-Leste","TLS","160","Other social infrastructure and services","Implementation","2010","2013","1379.31182652","1380.73724763"
"87292455931","1","Protocolo de Cooperação - Município de Tavira e Fundação de São José / Diocese de Baucau (9107)","2010-01-01","start-actual","2013-12-31","end-actual","Portugal","PRT","Timor-Leste","TLS","110","Education","Implementation","2010","2013","103875.600154","10485.44"
"87292455455","1","Apoio à Formação de Cursos de Oficiais e Sargentos das FDTL (7821)","2006-01-01","start-actual","2012-12-31","end-actual","Portugal","PRT","Timor-Leste","TLS","150","Government and civil society","Implementation","2006","2013","212132.769175","390230.999772"
"87292455454","1","Apoio à Componente Terrestre (7820)","2006-01-01","start-actual","2012-12-31","end-actual","Portugal","PRT","Timor-Leste","TLS","150","Government and civil society","Implementation","2006","2013","1420818.1294","1643835.30336"
"87292455921","1","Despesas de Estrutura (7818)","2006-01-01","start-actual","2012-12-31","end-actual","Portugal","PRT","Timor-Leste","TLS","910","Administrative costs of donors","Implementation","2006","2013","1179068.25564","876673.35565"
"87292455795","1","Hospitalizações - Assistência sanitária em Portugal (7816)","2009-01-01","start-actual","2013-12-31","end-actual","Portugal","PRT","Timor-Leste","TLS","120","Health","Completion","2009","2013","8644.63958091","8424.78764111"
"87292455917","1","United Nations Integrated Mission in Timor-Leste (7793)","2006-01-01","start-actual","2013-12-31","end-actual","Portugal","PRT","Timor-Leste","TLS","150","Government and civil society","Completion","2006","2013","25263243.6031","16057965.3825"
"87292455456","1","Bolsas de Ensino Militar - Formação Extraordinária (7758)","2006-01-01","start-actual","2012-12-31","end-actual","Camões - Instituto Da Cooperacao E Da Lingua","POR","Timor-Leste","TLS","150","Government and civil society","Completion","2006","2013","57976.9347109","53581.3096203"
"87292455821","1","Apoio ao Secretariado Técnico de Administração Eleitoral (7627)","2006-01-01","start-actual","2013-12-31","end-actual","Camões - Instituto Da Cooperacao E Da Lingua","POR","Timor-Leste","TLS","150","Government and civil society","Implementation","2006","2014","467516.78","248068.759434"
"87292455819","1","Assessoria ao Ministério dos Negócios Estrangeiros (7625)","2009-01-01","start-actual","2014-12-31","end-actual","Camões - Instituto Da Cooperacao E Da Lingua","POR","Timor-Leste","TLS","150","Government and civil society","Implementation","2009","2016","243991.07","81235.30535"
"87292455453","1","Apoio à Componente Naval (7402)","2005-01-01","start-actual","2012-12-31","end-actual","Portugal","PRT","Timor-Leste","TLS","150","Government and civil society","Implementation","2005","2013","1810049.76551","1873646.02559"
"87292455816","1","Provisão para encargos não previstos - Ministério da Solidariedade Social (6824)","2007-01-01","start-actual","2013-12-31","end-actual","Portugal","PRT","Timor-Leste","TLS","160","Other social infrastructure and services","Completion","2007","2013","627697.194271",""
"87292452221","1","Protocolos e Programas de Cooperação com Parlamentos homólogos e atividades desenvolvidas pelos Grupos Parlamentares de Amizade (6386)","2004-01-01","start-actual","2013-12-31","end-actual","Portugal","PRT","Timor-Leste","TLS","150","Government and civil society","Implementation","2004","2013","413509.45083","416902.920546"
"87292455797","1","Clínica de Motael em Díli (6173)","2005-01-01","start-actual","2013-12-31","end-actual","Camões - Instituto Da Cooperacao E Da Lingua|Portugal","PRT|POR","Timor-Leste","TLS","120","Health","Implementation","2005","2013","539958.436521","498256.0219"
"87292827030","0","Awareness Raising and Capacity Development to Reduce Post-harvest Losses in Horticultural Chains in Timor Leste","","start-actual","","end-actual","Food and Agriculture Organization","DAC","Timor-Leste","TLS","311","Agriculture","Implementation","2014","2014","251000.0",""
"87292455366","1","Ensino Superior em Portugal (6148)","2003-01-01","start-actual","","end-actual","Portugal","PRT","Timor-Leste","TLS","110","Education","Implementation","2003","2013","3900998.07985","3993580.42621"
"87292455812","1","Apoio aos serviços do Ministério da Solidariedade Social - Reforço Institucional (5592)","2002-01-01","start-actual","2013-12-31","end-actual","Portugal","PRT","Timor-Leste","TLS","160","Other social infrastructure and services","Completion","2002","2013","77924.1051106","5991.72660803"
"87292452211","1","Escola Portuguesa Ruy Cinatti – Centro de Ensino e Língua Portuguesa (5530)","2002-01-01","start-actual","","end-actual","Portugal","PRT","Timor-Leste","TLS","110","Education","Implementation","2002","2013","15573123.3133","15592735.9655"
"87292452231","1","Programa de Extensão Rural (4750)","2002-03-01","start-actual","2014-12-31","end-actual","Camões - Instituto Da Cooperacao E Da Lingua","POR","Timor-Leste","TLS","311","Agriculture","Implementation","2002","2014","975033.058439","797742.861245"
"87292455796","1","Cooperação ANACOM-ARCOM (4128)","2000-01-01","start-actual","2013-12-31","end-actual","Portugal","PRT","Timor-Leste","TLS","220","Communications","Implementation","2000","2013","12332.7916469","18662.8602173"
"87292455794","1","Custos Administrativos - Embaixada (4064)","2001-01-01","start-actual","","end-actual","Camões - Instituto Da Cooperacao E Da Lingua","POR","Timor-Leste","TLS","910","Administrative costs of donors","Implementation","2001","2016","1872351.28","1082944.52311"
"87292455452","1","Estrutura Superior da Defesa e das F-FDTL (4051)","2001-01-01","start-actual","2012-12-31","end-actual","Portugal","PRT","Timor-Leste","TLS","150","Government and civil society","Implementation","2001","2013","809235.335892","883210.027173"
"87292431579","1","Establishing a sustainable National Information and Early Warning System (NIEWS) on Food Secutiry in Timor-Leste","2011-12-23","start-actual","","end-actual","Food and Agriculture Organization|European Union","DAC","Timor-Leste","TLS","311","Agriculture","Implementation","2011","2014","1967477.44738","926181.764903"
"87292381532","1","Strengthening Resilience Small Infrastructure (00080317)","","start-actual","","end-actual","Global Environment Facility Trust Fund|United Nations Development Programme","DAC","Timor-Leste","TLS","140","Water supply and sanitation","Implementation","2012","2013","443010.439502","364123.058202"
"87292455339","1","A educação começa pelos mais pequenos (9075)","2010-03-09","start-actual","2013-12-31","end-actual","Camões - Instituto Da Cooperacao E Da Lingua","POR","Timor-Leste","TLS","110","Education","Implementation","2010","2013","37422.2825297","34537.8696275"
"87292455828","1","Ahimatan ba futuru (9072)","2010-03-09","start-actual","","end-actual","Camões - Instituto Da Cooperacao E Da Lingua","POR","Timor-Leste","TLS","400","Multisector/cross-cutting","Implementation","2010","2014","139986.169169","119242.33106"
"87292827005","0","National Food Security Policy Review","","start-actual","","end-actual","Food and Agriculture Organization","DAC","Timor-Leste","TLS","311","Agriculture","Implementation","2013","2014","79915.0","68389.9630954"
"87292455929","1","Luta Contra a Pobreza (8948)","2010-01-01","start-actual","2013-12-31","end-actual","Portugal","PRT","Timor-Leste","TLS","160","Other social infrastructure and services","Completion","2010","2013","2319598.03427","2216860.86718"
"87292991761","1","TLS-H-MOH - Expanded Comprehensive Response to HIV/AIDS in Timor-Leste","2012-01-01","start-actual","2016-12-31","end-actual","The Global Fund to Fight AIDS, Tuberculosis and Malaria","DAC","Timor-Leste","TLS","120","Health","Implementation","2012","2016","11950057.1841","5441495.50672"
"87292455928","1","Falar Português – Reestruturação Curricular do Ensino Secundário Geral (8891)","2009-01-01","start-actual","2013-12-31","end-actual","Camões - Instituto Da Cooperacao E Da Lingua|Portugal","PRT|POR","Timor-Leste","TLS","110","Education","Implementation","2009","2013","502699.010188","496051.038285"
"87292455926","1","Programa de Assistência Técnica promovido pelo Banco de Portugal - Projeto Global (8758)","2009-01-01","start-actual","","end-actual","Portugal","PRT","Timor-Leste","TLS","240","Banking and financial services","Implementation","2009","2013","454741.423654","382063.995553"
"87292455925","1","Apoio aos serviços da Secretaria de Estado da Formação Profissional e Emprego - Reforço Institucional (8433)","2008-01-01","start-actual","2013-12-31","end-actual","Portugal","PRT","Timor-Leste","TLS","160","Other social infrastructure and services","Completion","2008","2013","",""
"87292381470","1","Inclusive Finance for Undeserved Economy (00061961)","2008-06-02","start-actual","","end-actual","United Nations Capital Development Fund|United Nations Development Programme","DAC","Timor-Leste","TLS","240","Banking and financial services","Implementation","2008","2014","1573609.40669","1286003.3305"
"87292381552","1","Mobilise Social Business to Accelerate Achievement of Timor Leste MDGs (00082001)","2012-04-03","start-actual","","end-actual","Korean International Cooperation Agency","KOR","Timor-Leste","TLS","321","Industry","Implementation","2012","2014","869916.938027","766574.379313"
"87292385387","1","Strengthening Community Resilience to Climate Induced Natural Disasters in the Dili to Ainaro Road Development Corridor, Timor-leste (SCRCND-85509)","","start-actual","","end-actual","Global Environment Facility Trust Fund","DAC","Timor-Leste","TLS","160","Other social infrastructure and services","Implementation","2013","2014","123949.660903","40404.8925063"
"87292381469","1","Initial National Communication (INC) (00056122)","2009-09-01","start-actual","","end-actual","Australian Aid Program|Global Environment Facility Trust Fund|United Nations Development Programme|DFAT - Australian Aid Program","AUS|DAC","Timor-Leste","TLS","400","Multisector/cross-cutting","Implementation","2007","2014","661038.069938","736541.982185"
"87292381482","1","Strengthening Disaster Risk Management in Timor-Leste (00073200)","2011-05-01","start-actual","","end-actual","United Nations Development Programme","DAC","Timor-Leste","TLS","150","Government and civil society","Implementation","2010","2014","1078638.0","1100514.85435"
"87292406968","0","Long Term Training Program for Government Officials","","start-actual","","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","110","Education","Implementation","2014","2014","","97247.88"
"87292406965","0","The Project for Construction of Upriver Comoro Bridge (D/D)","2014-04-04","start-actual","","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","210","Transport and storage","Implementation","2014","2014","827679.13",""
"87292191243","0","Training Program for Officials","2010-01-01","start-actual","2010-12-01","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","150","Government and civil society","Implementation","2010","2014","1953388.71969","5352186.20558"
"87292404977","1","The Project of River Training for the protection of Mola Bridge (Construction)","2013-08-15","start-actual","2015-11-30","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","210","Transport and storage","Pipeline/identification","2013","2015","11892435.5546","2506848.09"
"87292191238","1","The Project for Clean Energy Promotion Using Solar Photovoltaic System","2010-08-01","start-actual","","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","230","Energy generation and supply","Implementation","2010","2010","5330189.36035",""
"87292401931","1","Road Policy Advisor","2013-07-19","start-actual","","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","210","Transport and storage","Implementation","2013","2014","","112451.805032"
"87292405778","0","Okinawa ・Timor-Leste・Community Empowerment for Peace Project Implementer","2013-08-01","start-actual","","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","160","Other social infrastructure and services","Implementation","2013","2014","357327.205703","113341.076879"
"87292191240","1","Road Network Development Sector Project","2010-08-01","start-actual","2011-02-01","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","323","Construction","Completion","2010","2011","429112.220609","429112.220609"
"87292191234","1","Project for the Capacity Development of Road works in Timor-Leste","2010-07-01","start-actual","","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","210","Transport and storage","Implementation","2009","2013","3851920.40293","4078692.19531"
"87292401599","1","Aid Coordination Advisor","2011-06-11","start-actual","2013-06-11","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","150","Government and civil society","Implementation","2010","2014","506608.457911","354588.402668"
"87292191233","1","Project for Capacity Development of the Faculty of Engineering, UNTL (Phase II)","2011-02-01","start-actual","","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","110","Education","Implementation","2010","2014","3369415.24778","3391074.2121"
"87292401929","1","Development Planning Advisor","2013-07-16","start-actual","","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","150","Government and civil society","Implementation","2012","2014","584001.966007","268166.420651"
"87292401898","1","Technical Cooperation Project for Strengthening Institutional Capacity on National Development Agency","2012-06-11","start-actual","2013-09-30","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","150","Government and civil society","Completion","2012","2013","","1737847.52238"
"87292401932","1","Project for Study on Dili Urban Master Plan","","start-actual","","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","400","Multisector/cross-cutting","Implementation","2013","2014","3067058.51217","169320.5"
"87292401911","1","Infrastructure in Road Sectors, South-South and Triangular Cooperation Between The Government of the Republic of Indonesia, The Government of the Democratic Republic of Timor-Leste And The Japan International Cooperation Agency","2010-11-01","start-actual","2012-11-30","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","210","Transport and storage","Completion","2010","2012","320265.12","126835.115085"
"87292401757","1","National Road No.1 Upgrading Project","2012-10-04","start-actual","","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","210","Transport and storage","Implementation","2011","2013","68621205.23","1033774.28359"
"87292191236","0","Mola Bridge Improvement Project","2010-01-01","start-actual","2011-09-30","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","210","Transport and storage","Completion","2009","2011","8210147.65324","7994860.45939"
"87292401924","1","Data Collection Survey for Timor-Leste's accession to Association of ASEAN","","start-actual","","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","150","Government and civil society","Completion","2012","2013","204244.936507","198776.773606"
"87292644000","1","Preparatory measures for future Technical Cooperation activities in the maritime sector","2012-10-02","start-actual","2015-07-05","end-actual","German Cooperation","DEU","Timor-Leste","TLS","210","Transport and storage","Implementation","2012","2015","948946.895539","826526.165792"
"87292191397","1","Peace Fund","2008-09-01","start-actual","2011-08-01","end-actual","German Cooperation","DEU","Timor-Leste","TLS","150","Government and civil society","Implementation","2008","2014","5930389.70957","5798440.46521"
"87292646210","0","Peace Fund (II)","","start-actual","","end-actual","German Cooperation","DEU","Timor-Leste","TLS","150","Government and civil society","Implementation","2014","2014","7359009.63","265561.51"
"87292486270","0","Volunteer Service Abroad (Timor-Leste)","","start-actual","","end-actual","New Zealand Aid Programme, Ministry of Foreign Affairs and Trade","NZL","Timor-Leste","TLS","311|250|110|240|150","Agriculture|Business and other services|Education|Banking and financial services|Government and civil society","Implementation","2012","2013","","1511479.20762"
"87292481496","1","Lafaek Community Media for Rural Economic Development","2010-10-07","start-actual","","end-actual","New Zealand Aid Programme, Ministry of Foreign Affairs and Trade","NZL","Timor-Leste","TLS","110","Education","Completion","2010","2013","711330.0","1417639.43135"
"87292486917","0","Lafaek Learning Media","2014-06-18","start-actual","","end-actual","New Zealand Aid Programme, Ministry of Foreign Affairs and Trade","NZL","Timor-Leste","TLS","110","Education","Implementation","2014","2017","4071462.0",""
"87292486919","0","Strengthening Economic Development for Youth","2013-10-30","start-actual","","end-actual","New Zealand Aid Programme, Ministry of Foreign Affairs and Trade","NZL","Timor-Leste","TLS","110|321","Education|Industry","Implementation","2013","2014","908648.83","408557.41"
"87292486272","0","Fostering Agribusiness Success in Timor-Leste (FAST)","","start-actual","","end-actual","New Zealand Aid Programme, Ministry of Foreign Affairs and Trade","NZL","Timor-Leste","TLS","311","Agriculture","Pipeline/identification"," "," ","",""
"87292483954","0","HANDS: Halimar, Aprende, Deskobre; Susesu: Support for Early Childhood Education","2014-07-01","start-actual","","end-actual","New Zealand Aid Programme, Ministry of Foreign Affairs and Trade","NZL","Timor-Leste","TLS","110","Education","Implementation","2012","2014","","260447.561283"
"87292481796","1","English Language Training for Officials","2011-10-01","start-actual","","end-actual","New Zealand Aid Programme, Ministry of Foreign Affairs and Trade","NZL","Timor-Leste","TLS","110","Education","Implementation","2011","2014","737138.630035","593947.366412"
"87292481529","1","Scholarships and Graduate Internships","2001-07-01","start-actual","","end-actual","New Zealand Aid Programme, Ministry of Foreign Affairs and Trade","NZL","Timor-Leste","TLS","110","Education","Implementation","2001","2014","","8451297.34119"
"87292191398","1","Trilateral Cooperation with Indonesia (PN 03.2294.1)","2008-01-30","start-actual","2013-12-31","end-actual","German Cooperation","DEU","Timor-Leste","TLS","400","Multisector/cross-cutting","Implementation","2007","2013","1212383.79297","914992.917606"
"87292861565","1","Adolescent & Youth Development Programme","2009-01-01","start-actual","2013-12-31","end-actual","Government of Sweden|Government of Netherland|UNICEF Core Resources|Norway|United Nations Children's Fund","SWE|NLD|NOR|DAC","Timor-Leste","TLS","150","Government and civil society","Implementation","2009","2014","4831866.00325","8829357.66959"
"87292861558","1","Health and Nutrition Programme","2009-01-01","start-actual","2013-12-01","end-actual","United Nations Children's Fund|United States Agency for International Development|Government of Sweden|DFAT - Australian Aid Program|Government of Spain|Government Of Japan|Australian Aid Program|UNICEF Core Resources|European Union","USA|JPN|ESP|SWE|AUS|DAC","Timor-Leste","TLS","120","Health","Completion","2009","2014","11252940.5667","13945788.321"
"87292861567","1","Planning, Monitoring & Evaluation Programme","2009-01-01","start-actual","2013-12-31","end-actual","UNICEF Core Resources|United Nations Children's Fund","DAC","Timor-Leste","TLS","150","Government and civil society","Implementation","2009","2014","2052918.95538","3777138.88176"
"872921011823","1","Child Protection Programme","2009-01-01","start-actual","2013-12-31","end-actual","Government of Spain|UNICEF Core Resources|Norway|United Nations Children's Fund","DAC|NOR|ESP","Timor-Leste","TLS","150","Government and civil society","Implementation","2009","2014","3329717.76939","5049716.30329"
"87292861561","1","Basic Education Programme","2009-01-01","start-actual","2013-12-31","end-actual","United Nations Children's Fund|Government of Sweden|DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|UNICEF Core Resources","AUS|SWE|NLD|DAC","Timor-Leste","TLS","110","Education","Implementation","2009","2014","25129308.761","28463957.7136"
"87292861563","1","Water, Sanitation and Hygiene (WASH) Program","2012-07-01","start-actual","2014-12-31","end-actual","United Nations Children's Fund|United States Agency for International Development|European Union|DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|UNICEF Core Resources|Norway","AUS|USA|NLD|NOR|DAC","Timor-Leste","TLS","140","Water supply and sanitation","Implementation","2009","2014","9737324.41732","15059216.4536"
"87292464739","0","Monitoring and Evaluation of MCC TPA project","2011-03-28","start-actual","","end-actual","United States Agency for International Development","USA","Timor-Leste","TLS","150","Government and civil society","Implementation","2011","2014","703094.0","301060.259839"
"87292191258","1","MCC Treshold Program for Anti Corruption","2011-03-28","start-actual","2014-03-31","end-actual","United States Agency for International Development","USA","Timor-Leste","TLS","400","Multisector/cross-cutting","Implementation","2011","2014","7109890.95983","6413018.25132"
"87292465436","0","Ba Distrito","","start-actual","","end-actual","United States Agency for International Development","USA","Timor-Leste","TLS","150","Government and civil society","Implementation","2013","2014","1549370.76128","511422.102832"
"87292463792","1","Hillary Rodham Clinton Scholarship","2012-11-01","start-actual","","end-actual","United States Agency for International Development","USA","Timor-Leste","TLS","110","Education","Implementation","2012","2014","6437014.53412","1444975.42132"
"87292191287","1","Consolidating Cooperative Agribusiness recovery (COCAR)","2010-10-01","start-actual","2014-09-30","end-actual","United States Agency for International Development|New Zealand Aid Programme, Ministry of Foreign Affairs and Trade","USA|NZL","Timor-Leste","TLS","311","Agriculture","Implementation","2010","2014","10353486.6051","9184142.66033"
"87292461638","1","Fostering Meaningfull and Responsive Representation","2011-06-05","start-actual","2014-09-30","end-actual","United States Agency for International Development","USA","Timor-Leste","TLS","920","Support to non-governmental organisations (NGOs) and government organizations","Implementation","2011","2014","3400000.0","2885492.76483"
"87292191286","1","Development of Community Through Intensive Agriculture (DOCIA)","2010-08-01","start-actual","2014-08-31","end-actual","United States Agency for International Development","USA","Timor-Leste","TLS","311","Agriculture","Implementation","2010","2014","8993413.22439","5960245.50887"
"87292191426","1","Agricultural cooperation (Hybrid rice plantation)","2008-01-01","start-actual","","end-actual","The People's Republic of China","CHN","Timor-Leste","TLS","311","Agriculture","Implementation","2008","2014","10698618.3307","8216267.53249"
"87292191425","1","Chinese medical Team","2006-10-01","start-actual","","end-actual","The People's Republic of China","CHN","Timor-Leste","TLS","120","Health","Implementation","2006","2014","5919628.37179","9561812.3142"
"87292441819","1","Logistics Augmentation","2011-09-01","start-actual","","end-actual","World Food Program","DAC","Timor-Leste","TLS","210","Transport and storage","Implementation","2011","2013","4341400.67952","4059982.35347"
"87292441799","1","Maternal and Child Health Nutrition (MCHN) CP 200185 (2012)","2011-09-01","start-actual","2013-12-31","end-actual","Australian Aid Program|Agência Brasileira de Cooperação (Brazil)|World Food Program|Ministry of Health|DFAT - Australian Aid Program","AUS|BRA|DAC","Timor-Leste","TLS","120","Health","Implementation","2011","2013","8968205.66296","6812968.82345"
"87292196753","0","Test for 2.7.24","2014-04-15","start-actual","2014-10-24","end-actual","Unspecified","DAC","Timor-Leste","TLS","210","Transport and storage","Completion","2014","2014","",""
"87292191275","1","Haforsa Distritu iha Implementasaun Atividade Kuidadus Saude Primaria (HADIAK)","2011-02-01","start-actual","2013-06-01","end-actual","Australian Aid Program|United States Agency for International Development|DFAT - Australian Aid Program","AUS|USA","Timor-Leste","TLS","120","Health","Implementation","2010","2013","15074602.5841","5642919.23128"
"87292891616","1","SO2. HIV/AIDS, Malaria & Tuberculosis","2009-01-01","start-actual","2013-12-31","end-actual","World Health Organization|Ministry of Health","DAC","Timor-Leste","TLS","120","Health","Implementation","2009","2013","457604.598154","837545.847874"
"87292891598","1","SO1. Communicable Disease Surveillance including EPI, Neglected Tropical Diseases (NTDs) and International health Regulation (IHR) 2005","2009-01-01","start-actual","2013-12-31","end-actual","World Health Organization","DAC","Timor-Leste","TLS","120","Health","Implementation","2009","2013","629047.202567","1927418.77923"
"87292891655","1","SO11. Health Technology, Laboratory Services, Blood Safety & Essential Drug Medicines","2009-01-01","start-actual","2013-12-31","end-actual","World Health Organization","DAC","Timor-Leste","TLS","120","Health","Implementation","2009","2013","235178.246473","348333.296197"
"87292891653","1","SO9. Nutrition & Food Safety","2009-01-01","start-actual","2013-12-31","end-actual","Government of Spain|World Health Organization","DAC|ESP","Timor-Leste","TLS","120","Health","Implementation","2009","2013","247067.805652","373672.727901"
