"transaction_id","project_id","transaction_isodate","transaction_year","transaction_value_code","transaction_currency","transaction_value"
"kRmZLiiSR48uGL5WzzzVRG","87292455924","","2013","D","USD","148902.597216"
"3awKWYLuhUkmhUt2kqYG97","87292452230","","2012","C","USD","553418.292336"
"iPfNzCoYy96MNKKpf2x9Pg","87292452230","","2016","C","USD","1265282.33"
"scY6gi7hHnKnXd72vz6DCE","87292452230","","2011","D","USD","691673.79"
"SGyEkyDGusvDNG5H7rpEUa","87292452230","","2012","D","USD","402492.290489"
"432KJckeVL4jFs7NDsanre","87292452230","","2013","D","USD","444920.974654"
"ysK2SqTfcRhwAM9QH2V5dA","87292452233","","2014","C","USD","127286.02"
"UwcV878mr2cLup2hMnWYyc","87292452233","","2011","D","USD","99394.17"
"NeuHf2hxtFpeAc2XqLZSAi","87292495980","","2008","D","USD","50628.1124936"
"C2nAPKLCsqEeZ54t5fAkgP","87292495985","","2009","D","USD","73666.2538882"
"Wuw7QU9hLkm4ZSLJx4G4i9","87292456388","","2013","C","USD","3167.56457178"
"xBSEjoDGxwqjTTUnydWBrL","87292456388","","2013","D","USD","3167.56457178"
"RoEZEu4z5biyZZkHNzjoK8","87292495979","","2008","D","USD","49573.3527551"
"8GgRDgKAe2dmPfRKb9beSo","87292456387","","2013","C","USD","71068.7898307"
"w6gm8aTpSR9VyjojNpWPk6","87292456387","","2013","D","USD","71068.7898307"
"UbGcFxk7gxVLdSdoZKwaZK","87292497114","","2013","D","USD","194707.553996"
"wyMuntZY7Gp7CNwgb8TxrQ","87292381485","","2010","C","USD","4365716.99553"
"aWokv5kPGdGqQfpzMfnaWQ","87292381485","","2011","C","USD","537852.0"
"6ukgHx7ZWWRaXAkGSJjh5M","87292381485","","2010","D","USD","1896965.66239"
"Jbz9yoARpYff6yewN783DH","87292381485","","2011","D","USD","1553253.0"
"usLf5pq8Uo8mvU4ELsSawR","87292381485","","2012","D","USD","1020253.44273"
"EpSDCm7iTms98b3A4nbRtK","87292381485","","2013","D","USD","503713.862373"
"4koWMafSpQMQvQToQA4KAD","87292381485","","2014","D","USD","57709.0"
"feLfNfdwE4iXRtXyuvTuMU","87292381468","","2007","C","USD","3018908.7215"
"wtR4oeLC94cjmmds2dWksR","87292381468","","2007","D","USD","445827.704791"
"bLsvWEymJCTanqSqGMtwBf","87292381468","","2008","D","USD","1103670.47348"
"c3gdjxdWdSNypHrkUAmBrH","87292381468","","2009","D","USD","890275.626632"
"LcmXF5NFCHquHeYrEHfqbD","87292381468","","2010","D","USD","961414.243787"
"SiQeRAHtTkKXM9i8GgnhzX","87292381468","","2011","D","USD","664680.0"
"Lv6NRhU66JzchMASKNZhZ5","87292381468","","2012","D","USD","341208.364684"
"ydN85PsZAtzCW8kcEixdC","87292381468","","2013","D","USD","722961.187147"
"zkv5y8kRHtmjnNjBisUfDU","87292381468","","2014","D","USD","263863.0"
"XH5kY7TGYtpWTSqTaAHKhY","87292495977","","2008","D","USD","52737.6110909"
"G8LbMFq9yYJw6RSQaJvQBB","87292455801","","2017","C","USD","494672.6"
"UYL3ECa9zjHjqGmY88Rs9P","87292455801","","2013","D","USD","47021.8738925"
"uVDqFkm4w3zNRuRqNXmjeW","87292495939","","2008","D","USD","735542.057213"
"vjNLbtRmTwZSRAt9cMS3S9","87292495939","","2009","D","USD","1585618.87527"
"VHjzDJTNsLKvDNstjLyk24","87292455804","","2015","C","USD","415149.67"
"C8Aq4LHGUCcVLAQaTTSbzK","87292455804","","2012","D","USD","111402.894336"
"fMsQUEEApchHSkqt3QTruB","87292455804","","2013","D","USD","147862.421991"
"FSZipwCWEcGUsn8kdmRKEm","87292491506","","2010","C","USD","1736239.89288"
"rfrX7zwVFcMKorYmV55Q2f","87292491506","","2010","D","USD","908272.812351"
"FM7YQHYdfGpDs9vBohtwnP","87292491506","","2011","D","USD","746670.39"
"Gm5eGn9f2JcRrCBibtKB6P","87292491506","","2012","D","USD","350440.002952"
"rQJSmaJczhzbrsp2aAh72k","87292455341","","2011","C","USD","118358.58"
"txhpoTYAGSVfe8NDcajc7F","87292455341","","2017","C","USD","511589.61"
"spJuECm6vUDenvBJco8UST","87292455341","","2011","D","USD","118371.52"
"qVtuydpSmBsQK6nRiYPAA9","87292455341","","2012","D","USD","117940.726546"
"metWm9SQozQZysU2rU3Eeg","87292455341","","2013","D","USD","93103.3107202"
"n2LJXcLkp9gQtCa4kHF5VB","87292381464","","2007","C","USD","23923114.1269"
"iHHzvACs4S2P8ouAZNxnY4","87292381464","","2008","C","USD","1410111.62683"
"ur8AiGhcz9eti58Mgaoy3c","87292381464","","2009","C","USD","7325891.24694"
"2T3NXpWe8xiJLUxHohZSPC","87292381464","","2011","C","USD","401524.0"
"ehjJ7VDfBwHwCWanAKKMm3","87292381464","","2007","D","USD","5361093.677"
"5YVM9HRrahfGz6Hiqv2MGX","87292381464","","2008","D","USD","5909185.15728"
"na6KXsjqAyALJWsAHB5ntn","87292381464","","2009","D","USD","5918162.23383"
"zhTwuWqEhg7myCbZgTXJna","87292381464","","2010","D","USD","4936693.78275"
"GFBh9ceZ3CiHeYpJ597yy9","87292381464","","2011","D","USD","4749626.0"
"Zu2cC7fhnWTmKrQACtbgLE","87292381464","","2012","D","USD","3033797.91789"
"KV4LZQugePFnwz2p4smpoF","87292381464","","2013","D","USD","3739272.05356"
"vkwq4Rw8TNah3KpZicGVVG","87292381464","","2014","D","USD","566523.0"
"EkQhRdoASSaEepjs4jCCd5","87292495935","","2008","D","USD","688165.250592"
"B3R4BhP6D2Fbp5VKLkuh8H","87292495938","","2007","D","USD","702804.662182"
"a2BpMVUW48rgDKoMss4YiG","87292495938","","2008","D","USD","138438.009109"
"aFdmd7uyGu5HvSLCC4Exhg","87292491505","","2010","C","USD","5055522.04102"
"QXkxjasdVhDbSA9ou2z36k","87292491505","","2010","D","USD","637544.878354"
"M9xiS2RWfuoXYvbni4bAja","87292491505","","2011","D","USD","6501960.5"
"AUiRgT7ZyZcGPNmHtciv6B","87292491505","","2012","D","USD","2528049.78749"
"WNSqeVhxVjJzdh7za4hAy8","87292387080","","2014","D","USD","46904.0"
"n9U9igUXiUuMYvLGCBgbnA","87292455369","","2011","C","USD","96636.89"
"h6BBQVwLwoTUZX5B8XJh78","87292455369","","2013","C","USD","64191.9800107"
"cL9xKeVBrNPVyVfR4mQgn4","87292455369","","2017","C","USD","285467.2"
"777Fy6sq3k3hzk356mATVF","87292455369","","2011","D","USD","53814.89"
"WyfqxWv7S9DU4ujFH3Trxa","87292455369","","2012","D","USD","151693.558171"
"NNgEvbWByDQUGEZioaG9aj","87292455369","","2013","D","USD","107999.271093"
"nMweQWEv6DGPPMD29o2CjQ","87292455976","","2013","C","USD","1085438.69751"
"gFwYcdCe78MBhGBPTc5xaZ","87292455976","","2011","D","USD","333036.89"
"AsCX4HjqcZXZYEstwHscji","87292455976","","2012","D","USD","292188.118546"
"eEuaaP5oHgHZUZ3StF45Xn","87292455976","","2013","D","USD","398278.128496"
"7CpVGBf2euWGeZGPnwUpQW","87292497090","","2011","D","USD","57486.8"
"2byWeQgBoZnmKkJ62iFNU7","87292387074","","2014","D","USD","5035.0"
"vwSTvPk5FhUa97MofYSoFd","87292497087","","2009","D","USD","20912.7664452"
"WFGrdt75gjabmATDBqGpHB","87292455942","","2012","C","USD","123379.836365"
"eBd5KP473hiVz4j6GdpfGX","87292455942","","2013","C","USD","15826.4194901"
"oXGmJjUChcFd6H3j85dr5C","87292455942","","2012","D","USD","85885.3456124"
"MoQXCAqTB8K5GXc8VUVX97","87292455942","","2013","D","USD","15826.4194901"
"qKznbtaon4k69qhqkew6TS","87292455943","","2012","C","USD","54546.8775048"
"jLf4i6W3T4UyRt6tXzz5dP","87292455943","","2013","C","USD","39541.1193497"
"3bGVG5KvdUgJ9Mp7m63HTA","87292455943","","2012","D","USD","40247.796539"
"eHdeb8uZVULPCWhVvAa2De","87292455943","","2013","D","USD","39541.1193497"
"w4rM2itftXzkQuuhq74CZN","87292497076","","2013","D","USD","49017.5150787"
"KNuSLiBpFRZzszCKWfHTbB","87292381484","","2011","C","USD","5500000.0"
"YS56Nd2N4jpknp5EqewDBJ","87292381484","","2011","D","USD","68460.0"
"z6zbw2tbMvPdZRJAsbawnW","87292381484","","2012","D","USD","720820.564497"
"7SYsSbR8uMFrh8ffEEh9J4","87292381484","","2013","D","USD","1726549.57115"
"PKxdKFaJWUvWuxCagVDzT3","87292381484","","2014","D","USD","534218.0"
"vvWowkaJ7gTMYbZLfCL9YM","87292452214","","2013","C","USD","2852.66012912"
"qoKLPeTkQ5fKkDtu2YZ6mE","87292452214","","2016","C","USD","1410148.46"
"NPCyVvtEYwmEYiFfdoBhR9","87292452214","","2012","D","USD","77676.0422956"
"AtCWZxNZXKj7wYZXMtXAu9","87292452214","","2013","D","USD","2852.66012912"
"iboRprTVyMZvQRmm7sW3eA","87292381483","","2010","C","USD","2333023.33281"
"SZLEt84RLbbJoW6Et33VKH","87292381483","","2010","D","USD","498472.430609"
"ZvoAZU6AeUGf4MrbGdikDS","87292381483","","2011","D","USD","694661.0"
"MVt8uvCyxmntRNTDpsVjUS","87292381483","","2012","D","USD","838150.888623"
"gyj4agpJsAbAVVeutcvaSk","87292381483","","2013","D","USD","766024.398086"
"6J7PBAs6LjLg63tWvXE5aQ","87292381483","","2014","D","USD","89648.0"
"TzhyEG6RukVaDc3DRRobCQ","87292455835","","2012","C","USD","1122403.21606"
"WEeUEQkLFBeZJJPUap62DJ","87292455835","","2012","D","USD","945108.996091"
"qYiGD67dVsM3vWyAfXU92h","87292455835","","2013","D","USD","1564078.63837"
"G4Sb44buZdyzwkTRkQ8odB","87292455832","","2012","C","USD","775377.309531"
"wNBFaQUdz5SDStJcDH6bJ3","87292455832","","2013","C","USD","7836.97553903"
"97haokW2PSz4aipkY3Tzfm","87292455832","","2012","D","USD","401401.344299"
"hg8AgxRpUjwTVPV3dZ2SGW","87292455832","","2013","D","USD","410247.327501"
"uM4qiag5f4L55fesgdpArf","87292455831","","2012","C","USD","2979946.33301"
"qLT3F7yBiVD6YxYcGqyfLB","87292455831","","2013","C","USD","1528624.13935"
"o9et22UuH34x68yeWchnFX","87292455831","","2012","D","USD","1593818.07828"
"NJgp9y2SQNwtoqh579vgiP","87292455831","","2013","D","USD","962745.80354"
"sLeCCideTTJq2pnWvTzgVN","87292495989","","2012","D","USD","84999.9091304"
"4kzW4mM3Ln8YLoMHw5AEHi","87292497058","","2013","D","USD","124308.39188"
"pcKnwnUHktwzdGy46hdsE7","87292497056","","2008","D","USD","69613.6520687"
"UkH7WbTiKtki3zdhsXfPCS","87292455941","","2011","C","USD","6343.04"
"UYLXbA23qcMJqyDLoKfFFm","87292455941","","2013","C","USD","31191.178139"
"K3ixdRs8Moy2HbVYWkLkgc","87292455941","","2011","D","USD","6343.04"
"nySYLXvoidMKY9PwKuRD9G","87292455941","","2012","D","USD","16247.1767207"
"2y7sumjbuYcbrjzxJ7YrwR","87292455941","","2013","D","USD","13365.6158848"
"xNHgoMyy2WG62V78PEZxi6","87292456419","","2013","C","USD","1379.31182652"
"ucQertfTJuavkndWANoK98","87292456419","","2013","D","USD","1380.73724763"
"GKScUyC6KfhFTntcfNhEVG","87292455931","","2013","C","USD","103875.600154"
"HsZt4G9K6GJist7fGh42PE","87292455931","","2011","D","USD","10485.44"
"sfNxw9VZyFkt6ArFzEdNqX","87292455455","","2013","C","USD","212132.769175"
"qkfrjXV23h8o4nGkxAdpUc","87292455455","","2011","D","USD","54622.65"
"CsFXCHUsnojRaB4XhukBdh","87292455455","","2012","D","USD","144820.652156"
"rPXcqhCJXDoa8R3uQUM93d","87292455455","","2013","D","USD","190787.697616"
"ZHbjumocgs85Gxt57EyEEW","87292455454","","2011","C","USD","498598.06"
"bf48mb8UtVQZQKGU6PysZc","87292455454","","2013","C","USD","922220.0694"
"CnqsSWCH7PqCqakXTJZThg","87292455454","","2012","D","USD","939849.445852"
"pU2YX8BHCfwt77xPwsNkCE","87292455454","","2013","D","USD","703985.857509"
"RcHX5kD5uWpScRozCbAdR6","87292455921","","2012","C","USD","320138.194896"
"YBbYmLaP9du4tQ9ScLdGWc","87292455921","","2013","C","USD","858930.060743"
"Z7WYteZ6CuEGYG3w6ocjvn","87292455921","","2011","D","USD","300104.85"
"yporaR6ypHC28GAWqZqxFg","87292455921","","2012","D","USD","319169.340972"
"JYHGowU9eFcipmPWnW6VvP","87292455921","","2013","D","USD","257399.164678"
"MqYeju5NH4vssf5TwsM2Sj","87292455795","","2012","C","USD","5194.94492264"
"6ZrpQGkyP2WhrPHA72FDNj","87292455795","","2013","C","USD","3449.69465827"
"Za7cAcAhf7rYFoWZijNz7o","87292455795","","2011","D","USD","1821.36"
"iyka5hTc62oia3xuR8mRwd","87292455795","","2012","D","USD","5158.57743138"
"VFmbEuAFTtFJYp3RnqmeR6","87292455795","","2013","D","USD","1444.85020973"
"reTCuLfJziMmsjrYJJ9jA8","87292455917","","2012","C","USD","25034013.3933"
"Fz2xm3Xo32hTTJKoHnAauT","87292455917","","2013","C","USD","229230.209805"
"njr6qKxWJj99U3Qr4YcycF","87292455917","","2011","D","USD","4818897.09"
"L6VgKiADbKBrFqfDm2zz4e","87292455917","","2012","D","USD","11176314.0356"
"mUvW96adEn4goaZj2kAMvB","87292455917","","2013","D","USD","62754.2569065"
"iFyUhLUXyrpTeDvB4sMEm5","87292455456","","2012","C","USD","6493.67869869"
"EDJVXP6xzu5CsqvB2uD3p5","87292455456","","2013","C","USD","51483.2560122"
"nV89g2j5dbh3fCHAadZMW5","87292455456","","2011","D","USD","43633.66"
"sqmVNe8UEntNqtw7nkErpJ","87292455456","","2012","D","USD","6493.67869869"
"3RbyoSCnwuzP8dBRTruVg","87292455456","","2013","D","USD","3453.97092157"
"eyjceiLQFSHHKfqTEKPpAd","87292455821","","2011","C","USD","115803.24"
"zkMd9kdeSLKGZzTAr5ToAm","87292455821","","2014","C","USD","351713.54"
"aC9JsHDK2WDct4dFCtn8u8","87292455821","","2011","D","USD","113857.61"
"UzEjdmEBvUdynELKz6DXL3","87292455821","","2012","D","USD","108324.892832"
"uEUPqCJMJE8zySDPCePbsG","87292455821","","2013","D","USD","25886.2566021"
"7ZJVS3kyenPySKcsaZp4WJ","87292455819","","2011","C","USD","70855.66"
"qrXGhfRz8CETCYPHkugCcW","87292455819","","2016","C","USD","173135.41"
"Ji22kEhgF2YfPCswoGfHPj","87292455819","","2011","D","USD","62475.08"
"YSP3j57wC8UwhkZPXNjYPZ","87292455819","","2012","D","USD","18760.22535"
"bHDxTZMjtpiKuasH39Akg4","87292455453","","2012","C","USD","796773.97181"
"g9c6jENLP8D8a6Xbk4EhoX","87292455453","","2013","C","USD","1013275.7937"
"fchKFgDj7UwiVvQcQh9Tf8","87292455453","","2011","D","USD","566917.8"
"adQU2AaLoSX4X6pfFyTs7F","87292455453","","2012","D","USD","795960.956121"
"Rr6qfTSGcn4nX23YCyvfkP","87292455453","","2013","D","USD","510767.269472"
"txEDQiMP7dH8ahPft4WkcC","87292455816","","2011","C","USD","175963.75"
"Kv2rYPsatDsZ8gkhkXtuFe","87292455816","","2013","C","USD","451733.444271"
"JPf9Faz8FGQpQoy3DvGce8","87292452221","","2012","C","USD","413509.45083"
"ZjRsyATGGHVvdeiM8pTUmV","87292452221","","2011","D","USD","215730.74"
"ebhcBo2D6KNmCV3r4izpVf","87292452221","","2012","D","USD","154874.162344"
"Eawx8bTfLSVXTgEwy5e463","87292452221","","2013","D","USD","46298.0182019"
"hXZh8cCPTzifpdeRHT2ahL","87292455797","","2011","C","USD","223326.86"
"iBxW9Ko5v9JhPYSs6p3DRQ","87292455797","","2012","C","USD","31881.3491353"
"62xsiDESYi272nFDSNpCRa","87292455797","","2013","C","USD","284750.227386"
"ZYGpX5iZ9aajnu7ACL2SRa","87292455797","","2011","D","USD","215048.54"
"CmH2BqDZmyEDgKcv4ReW4K","87292455797","","2012","D","USD","164122.452681"
"ZNSSj6xMxGUcLJV3vXFyr","87292455797","","2013","D","USD","119085.029219"
"8xj8g4LjT9byPHXMXAdMZY","87292827030","","2014","C","USD","251000.0"
"i5krQU9qtgpT7wtfVugUxB","87292455366","","2013","C","USD","3900998.07985"
"YeNGdoUfnJFpnwuxQWFCmh","87292455366","","2011","D","USD","986407.77"
"H3ewDoqVYPxxLgk8KUYQcQ","87292455366","","2012","D","USD","1319514.83214"
"Uy5QAb53JVgAuaTs2f7CTj","87292455366","","2013","D","USD","1687657.82407"
"UobBWTZcYqDX4YzgDzQo49","87292455812","","2012","C","USD","77924.1051106"
"sjGQFu64KaBjZFRoeet5dV","87292455812","","2013","D","USD","5991.72660803"
"JnrQsaFutkgG3y43iuxGwZ","87292452211","","2011","C","USD","2296292.56"
"XZLhvY48AgGTX63yeXvv2e","87292452211","","2012","C","USD","3481042.47806"
"w8nrvSVxrvJpBAnfspGKUc","87292452211","","2013","C","USD","9795788.27522"
"vh9hCmNgCmAcqySJfB7wud","87292452211","","2011","D","USD","4280134.63"
"GsLkFki5npYKuneCQ4Tou9","87292452211","","2012","D","USD","6303056.12701"
"7odWp7yCEf28DuUqDAGLpY","87292452211","","2013","D","USD","5009545.20845"
"mWngBxbhthFLLpfTcuVkze","87292452231","","2011","C","USD","495449.84"
"vCbGq7MZB4Z2DMSX7txRSb","87292452231","","2013","C","USD","479583.218439"
"WVuacgg6raqAgCc24fpa7F","87292452231","","2011","D","USD","462261.49"
"kChr7ERdhRbWwS3vyDJGLJ","87292452231","","2012","D","USD","189337.387353"
"TB5kNgxeDXFxKHg9zECCdh","87292452231","","2013","D","USD","146143.983892"
"dsLu2UAFSZCdp75cZKBqbg","87292455796","","2012","C","USD","12332.7916469"
"WRTAPKE7Ky5tHaiL7VD5MV","87292455796","","2011","D","USD","12292.56"
"dS42yKkFffkdD75wcwwbYP","87292455796","","2012","D","USD","6370.30021727"
"NmFWWqjTei8MrpJS4rCtte","87292455794","","2011","C","USD","484044.01"
"Rf4JmuRnLSyTAFGXMZcuHh","87292455794","","2016","C","USD","1388307.27"
"YjoXeGs3Eky6pprFKMdpyP","87292455794","","2011","D","USD","445222.01"
"eX3sv3DN8uv3DuYBZKr2eJ","87292455794","","2012","D","USD","314491.297492"
"sJXGDF4PRpzewbvS8iadkM","87292455794","","2013","D","USD","323231.215615"
"JQHunuESy9Eq39bHAzyEaE","87292455452","","2012","C","USD","809235.335892"
"G5j6ZpX9KfLKXyffrL8egQ","87292455452","","2011","D","USD","406050.49"
"iJqBmxZXacWmvRmacnVaGQ","87292455452","","2012","D","USD","267325.135573"
"sE3ftyTJ6taW68P66yfNR4","87292455452","","2013","D","USD","209834.4016"
"RsiW7Be3ZUe3WrNPBDCYJk","87292431579","","2011","C","USD","1715547.15"
"7kQrNMgFiJr5jL3B3KAoKX","87292431579","","2012","C","USD","251930.297383"
"UzKRmnQxTUYaKYHE8z7afL","87292431579","","2012","D","USD","346787.200681"
"gtmenngkRh3Yqbyd7d9SKW","87292431579","","2013","D","USD","516818.564222"
"ezQrz3zN7YTXqT82nUrMAN","87292431579","","2014","D","USD","62576.0"
"rxHuXBW2ZKg9w8qJedm9uj","87292381532","","2012","C","USD","264115.959749"
"Svdf8uC8ovy8TANz7SJbbQ","87292381532","","2013","C","USD","178894.479753"
"vRiUaAc8kTUZ2PiaLB8UFN","87292381532","","2012","D","USD","224590.859096"
"WLcSHW8oEyFdKipDfABAMF","87292381532","","2013","D","USD","139532.199106"
"Hv5wKcdAYiisvKskRmjTeQ","87292455339","","2013","C","USD","37422.2825297"
"zHNYVrVFnSvjb4Yaiu3qLP","87292455339","","2011","D","USD","20944.98"
"E5WTXiFtYYMg2LGQmqptWH","87292455339","","2012","D","USD","7971.63822676"
"LgDmDNbMkekDoimduLQ23T","87292455339","","2013","D","USD","5621.25140073"
"LkFQwJNq3memZWg7PQ9i5c","87292455828","","2012","C","USD","13649.7091686"
"ZGq7f9S9ZnRbqGP2zT27cN","87292455828","","2014","C","USD","126336.46"
"vk7K4eYvJ24iCB2dfXEkfG","87292455828","","2011","D","USD","43884.79"
"5jiW2QCq3kva5eQcHqveVE","87292455828","","2013","D","USD","75357.5410602"
"5ZMwWakRRQPm64tbwCZLGW","87292827005","","2014","C","USD","79915.0"
"MpWeKhKCdto8vmJRaFoBUL","87292827005","","2013","D","USD","52783.9630954"
"CkyJniHXwZTGoKPcpHcGhY","87292827005","","2014","D","USD","15606.0"
"sxvW8uberx3d33tULn6Mij","87292455929","","2012","C","USD","751057.197767"
"5Bn6cCFfSZB22edmugNTFj","87292455929","","2013","C","USD","1568540.8365"
"MUPXr99ewjRaNEdvCkyUZB","87292455929","","2011","D","USD","679998.71"
"xbpgxDAJjS6jeXPscFX9g6","87292455929","","2012","D","USD","1076772.07842"
"XSdtNygEByfUMAwjAzB6eK","87292455929","","2013","D","USD","460090.078763"
"js3iDi725doN8CRsgwoQK6","87292991761","","2012","C","USD","11950057.1841"
"iM9SkqUESbjC7HhnLDGdFF","87292991761","","2012","D","USD","2861785.77166"
"a3Qo7bfM34kzjtBb7JrgAD","87292991761","","2013","D","USD","1585302.73506"
"ZpXm7G95zPAQMhXna3H4bS","87292991761","","2014","D","USD","994407.0"
"ZRVN57vB4zNZ9kTwJUynn6","87292455928","","2012","C","USD","489891.963121"
"KyFUJ2C6LTWyop9UKYPzFC","87292455928","","2013","C","USD","12807.0470671"
"PGPFtz2AczkjTHkXWEHpAQ","87292455928","","2011","D","USD","647.25"
"4r29AxcRekDZ7dcUCJZHK8","87292455928","","2012","D","USD","495403.788285"
"gSSfZ7yNiYjtGzGqmupzQ","87292455926","","2013","C","USD","454741.423654"
"Df2ZxPkLRMik5TCENhxXkG","87292455926","","2011","D","USD","115465.37"
"CTvkut9uUXHYCsomKPUoRJ","87292455926","","2012","D","USD","214579.607461"
"Pqm4ZYh3VFRAVmXZHB98nQ","87292455926","","2013","D","USD","52019.0180923"
"2nafQBN6YctE6JpPRuAvNJ","87292381470","","2009","C","USD","480997.788798"
"RDj3zRQUQHsTHxFTZ4am9i","87292381470","","2010","C","USD","686754.369863"
"fAizWmULehpvg4JKKuLV3P","87292381470","","2011","C","USD","37834.0"
"g2LSepwtpxqzrckvcQin85","87292381470","","2012","C","USD","31491.6553643"
"5ydU8eHZsJfHvyenVTsEqn","87292381470","","2013","C","USD","336531.592661"
"AXBjgiZ4CGECbxmnAcEYqg","87292381470","","2008","D","USD","128779.824991"
"PT7xqXBueJ6kXCads9Hdf8","87292381470","","2009","D","USD","200269.815305"
"NgmqbxkQFAodNwiGhkiuLc","87292381470","","2010","D","USD","216549.967345"
"RGj9aSRhAPw84Mz9WgAHJ9","87292381470","","2011","D","USD","231203.0"
"thhYbtu9g73eR9UTX2uCR8","87292381470","","2012","D","USD","195932.804698"
"pWAruGHESmgbe72N4fnhzE","87292381470","","2013","D","USD","233544.918159"
"p79AqE7HGEumw5JyfWhFKj","87292381470","","2014","D","USD","79723.0"
"C23q8XXRmSwaLtFtb9Asec","87292381552","","2013","C","USD","869916.938027"
"7wXH3adRfFQQdDxLbz3um4","87292381552","","2012","D","USD","88316.8423026"
"aW6SHrPg8mhmJQPzTjmMfD","87292381552","","2013","D","USD","546948.53701"
"iTYonwWpctnAiqQjeaerBm","87292381552","","2014","D","USD","131309.0"
"At9sRpTiYUEvTLRokKMmMH","87292385387","","2013","C","USD","123949.660903"
"FGkDZwSaWXThbt5RUd6Wge","87292385387","","2013","D","USD","17664.8925063"
"4UAH7YB5vPA48iSNthaZvG","87292385387","","2014","D","USD","22740.0"
"Kw3LcNtLV25ARRLZbFEedK","87292381469","","2009","C","USD","203093.199092"
"X42bPxgeTxHjDfoxDpTxrV","87292381469","","2010","C","USD","337647.593285"
"UQL4Re3eWJwrqrQyap9YWk","87292381469","","2013","C","USD","120297.277561"
"FsiMjQSsfSoJCK3GuLvNaJ","87292381469","","2007","D","USD","336.149167762"
"fV2yJDBvAYiG29XwbnHG69","87292381469","","2008","D","USD","11869.0746171"
"wddsR4c32YJiGiEHvXdReN","87292381469","","2009","D","USD","14216.2755449"
"gMJ5UGsj9CVhZoBTSHRVfE","87292381469","","2010","D","USD","8514.72469818"
"KYstzqAh4YcZYkbewGfVKE","87292381469","","2011","D","USD","163912.0"
"k2SQM3xtzG69LGDXD3rP7e","87292381469","","2012","D","USD","186332.336837"
"ywnAao8TrHCHx6GfYuPinC","87292381469","","2013","D","USD","334737.42132"
"7Snbn6QqFND3VttysGzJ2m","87292381469","","2014","D","USD","16624.0"
"2znPwWTPCVnsrJXgprA8nR","87292381482","","2011","C","USD","1078638.0"
"vYrCKKPi2y6sqhU2ezPj8B","87292381482","","2010","D","USD","29437.4367249"
"gW2XDb9tJofdfgUTZn4LxX","87292381482","","2011","D","USD","45500.0"
"e8euPyRXcWXKTQtPvJQpKU","87292381482","","2012","D","USD","379782.058776"
"S9RgPeKUhkH7ih2qW7aCrV","87292381482","","2013","D","USD","564705.358848"
"acbL9jPmFFoZkXZQ6FJ2H","87292381482","","2014","D","USD","81090.0"
"xhVeVFRW32VBAPCwZKZkJb","87292406968","","2014","D","USD","97247.88"
"QWYDa7H59Eo8J3R73Yx95j","87292406965","","2014","C","USD","827679.13"
"4J3mqGqSx8ADTcxXZrE2n6","87292191243","","2013","C","USD","1953388.71969"
"rCCq3a9XkxfbvFkGhm7oxa","87292191243","","2010","D","USD","607641.58804"
"yCzi4iwL43p9ahhdXkTjq6","87292191243","","2011","D","USD","846078.75"
"3iGUfPi9DUmTJ7Muwjz9TX","87292191243","","2012","D","USD","1425056.48277"
"hTshiwURWFQaUR97srbMyP","87292191243","","2013","D","USD","1701721.53477"
"ho9nqtanyXgXB9s654TtNG","87292191243","","2014","D","USD","771687.85"
"FLX7Syyb7qLDHWywHEkjjY","87292404977","","2013","C","USD","11892435.5546"
"XGjCvnmewhFupmyLiaRJ4c","87292404977","","2014","D","USD","2506848.09"
"VLBC8rYJ4Aj7spbzYvnZDP","87292191238","","2010","C","USD","5330189.36035"
"LEbitfecotrEp9xGnQgDLN","87292401931","","2013","D","USD","65423.8950322"
"Y8dB8XNdfvftfAfe8pWQqM","87292401931","","2014","D","USD","47027.91"
"NUAGf8f4RQV6SrJN9hohTU","87292405778","","2013","C","USD","357327.205703"
"MkCJZEmKWq7oMxRNXRaBQX","87292405778","","2013","D","USD","57733.706879"
"6Eyxz97eEBbfuy233dxRpD","87292405778","","2014","D","USD","55607.37"
"VShZxgqm9MHRrf3NdDTjgZ","87292191240","","2010","C","USD","429112.220609"
"PxWsM9aEeRUCGRKCMJRcwW","87292191240","","2010","D","USD","429112.220609"
"u4z4wZkPkX7HKxGngznboQ","87292191234","","2009","C","USD","3851920.40293"
"WYyGYdMAd9oLFmeLAf2FUQ","87292191234","","2009","D","USD","64946.5932325"
"DSVBHqQktJYBvagoQ849ve","87292191234","","2010","D","USD","420797.132859"
"36VSBgeyrfksvwcQdrqwW8","87292191234","","2011","D","USD","1288716.81"
"bo3B4Wsq43crDDcoF6H8eW","87292191234","","2012","D","USD","2124729.15473"
"uUFaZDaTc8DADYd2gYABQZ","87292191234","","2013","D","USD","179502.504486"
"ArkjoeD5GJZ4zgjrgn9PWg","87292401599","","2010","C","USD","227364.556258"
"8eP6beCWMcqqxqwgaQVdZn","87292401599","","2011","C","USD","74138.49"
"RzRywyqUgv33vhkaAfc2oH","87292401599","","2012","C","USD","118006.676989"
"CwdUNKxTQWJ95zXRbnFXiE","87292401599","","2013","C","USD","87098.734664"
"oy4gfiJMDdpHgMZDRnzh49","87292401599","","2011","D","USD","277762.58"
"KpqafyVixvFyNYJWJTzZii","87292401599","","2012","D","USD","-60585.1770877"
"vq5VvmLAqvYNsB4gGzxsnK","87292401599","","2013","D","USD","83137.4997552"
